着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師,race_id,着順,枠番,馬番,人気
5,1.0,1.0,ナムラキティー,牝3,54.0,川島信二,1:56.3,ハナ,26.0,9.0,460(-6),[西] 荒川義之,202008010201,,,,
6,7.0,13.0,スターライトジャズ,牝3,54.0,フォーリ,1:56.4,1/2,5.0,3.0,444(-4),[西] 高橋義忠,202008010201,,,,
7,4.0,7.0,ダンツイノーバ,牝3,54.0,幸英明,1:56.5,3/4,4.9,1.0,450(+4),[西] 谷潔,202008010201,,,,
8,8.0,15.0,スマートラミア,牝3,53.0,川又賢治,1:56.5,ハナ,39.0,10.0,482(-4),[西] 石坂公一,202008010201,,,,
9,7.0,12.0,ゼットピアレス,牝3,54.0,川須栄彦,1:56.5,アタマ,223.9,13.0,486(+2),[西] 宮徹,202008010201,,,,
10,4.0,6.0,ブライトアイズ,牝3,54.0,鮫島克駿,1:56.7,1.1/2,17.7,8.0,468(+4),[西] 高橋亮,202008010201,,,,
11,6.0,11.0,ハローミスソフィ,牝3,54.0,中谷雄太,1:57.8,7,12.9,7.0,476(+4),[西] 斉藤崇史,202008010201,,,,
12,2.0,2.0,スナークアリス,牝3,54.0,吉田隼人,1:59.4,10,227.7,14.0,450(0),[西] 川村禎彦,202008010201,,,,
13,2.0,3.0,サウンドポポ,牝3,51.0,亀田温心,1:59.5,クビ,392.0,15.0,452(-2),[西] 安達昭夫,202008010201,,,,
14,8.0,14.0,タイズオブハート,牝3,53.0,西村淳也,1:59.8,2,9.3,6.0,448(+10),[西] 森田直行,202008010201,,,,
15,3.0,5.0,ブーシェガール,牝3,52.0,斎藤新,2:00.0,1.1/2,154.1,12.0,442(-1),[西] 村山明,202008010201,,,,
1,5.0,9.0,リュクスウォリアー,牡3,56.0,和田竜二,1:54.8,,4.9,2.0,498(0),[西] 平田修,202008010202,,,,
2,6.0,11.0,タイセイパワーズ,牡3,56.0,松若風馬,1:54.8,クビ,6.2,3.0,546(0),[西] 松下武士,202008010202,,,,
3,6.0,12.0,デンコウユジーヌ,牡3,53.0,団野大成,1:55.3,3,61.0,12.0,540(0),[西] 荒川義之,202008010202,,,,
4,3.0,6.0,ケイアイドリー,牡3,56.0,藤岡康太,1:55.6,1.3/4,6.5,4.0,486(0),[西] 村山明,202008010202,,,,
5,1.0,1.0,タイセイシリウス,牡3,54.0,岩田望来,1:56.6,6,14.4,6.0,486(0),[西] 高野友和,202008010202,,,,
6,4.0,8.0,ルシエンテ,牡3,56.0,幸英明,1:56.9,2,10.0,5.0,490(0),[西] 大根田裕,202008010202,,,,
7,7.0,13.0,プロスペロ,牡3,56.0,柴山雄一,1:57.3,2,119.7,15.0,472(0),[西] 大橋勇樹,202008010202,,,,
8,3.0,5.0,アースライザー,セ3,56.0,藤岡佑介,1:57.5,1.1/4,72.8,13.0,484(0),[西] 宮徹,202008010202,,,,
9,2.0,4.0,キーピリオッド,牡3,56.0,酒井学,1:58.0,3,27.8,9.0,498(0),[西] 田所秀孝,202008010202,,,,
10,1.0,2.0,エイシンアイトーン,牡3,56.0,岩田康誠,1:58.6,3.1/2,22.4,7.0,468(0),[西] 今野貞一,202008010202,,,,
11,7.0,14.0,レッドエランドール,牡3,56.0,福永祐一,1:58.7,3/4,3.0,1.0,520(0),[西] 松田国英,202008010202,,,,
12,8.0,15.0,ブルベアミリオン,牡3,56.0,鮫島克駿,1:59.1,2.1/2,85.9,14.0,496(0),[西] 川村禎彦,202008010202,,,,
13,5.0,10.0,タマモアマリリス,牝3,54.0,古川吉洋,1:59.4,1.3/4,29.6,10.0,504(0),[西] 木原一良,202008010202,,,,
14,2.0,3.0,ワンダージェラート,牡3,56.0,高倉稜,1:59.5,1/2,184.7,16.0,456(0),[西] 渡辺薫彦,202008010202,,,,
15,4.0,7.0,セプタードアイル,牡3,55.0,西村淳也,2:00.0,3,23.4,8.0,492(0),[西] 羽月友彦,202008010202,,,,
16,8.0,16.0,ロードローラー,牡3,56.0,池添謙一,2:00.4,2.1/2,40.1,11.0,530(0),[西] 池添兼雄,202008010202,,,,
1,2.0,3.0,ベストジーニスト,牡3,56.0,武豊,1:26.2,,5.9,3.0,478(+2),[西] 武幸四郎,202008010203,,,,
2,4.0,7.0,エイシンバッカス,牡3,56.0,和田竜二,1:26.4,1.1/4,5.3,2.0,476(+18),[西] 今野貞一,202008010203,,,,
3,2.0,4.0,サンライズミリオン,牡3,56.0,岩田康誠,1:26.5,クビ,16.2,6.0,534(+4),[西] 浜田多実,202008010203,,,,
4,3.0,5.0,エーティーメジャー,牡3,56.0,荻野極,1:26.5,アタマ,7.7,5.0,484(0),[西] 湯窪幸雄,202008010203,,,,
4,5.0,10.0,リリーミニスター,セ3,56.0,池添謙一,1:26.5,同着,179.0,13.0,476(+12),[西] 池添兼雄,202008010203,,,,
6,8.0,15.0,ドンマニフィコ,牡3,56.0,吉田隼人,1:26.6,1/2,80.0,11.0,438(+10),[西] 牧浦充徳,202008010203,,,,
7,5.0,9.0,アナンクス,牡3,54.0,岩田望来,1:26.7,1/2,28.6,7.0,466(0),[西] 高橋義忠,202008010203,,,,
8,1.0,2.0,タイキワンダラス,牡3,56.0,荻野琢真,1:27.9,7,45.5,9.0,448(-2),[西] 大久保龍,202008010203,,,,
9,6.0,12.0,ガリレイ,牡3,56.0,太宰啓介,1:28.0,1/2,5.9,4.0,510(+10),[西] 高橋亮,202008010203,,,,
10,1.0,1.0,リインフォース,牡3,56.0,松若風馬,1:28.0,クビ,65.2,10.0,462(+18),[西] 石坂公一,202008010203,,,,
11,6.0,11.0,ニューリリース,牡3,54.0,斎藤新,1:29.7,大,223.0,14.0,490(+12),[西] 石坂正,202008010203,,,,
12,4.0,8.0,ペルフォルマンテ,牡3,56.0,川田将雅,1:29.8,クビ,2.4,1.0,518(0),[西] 安田隆行,202008010203,,,,
13,8.0,16.0,ナムラマホーホ,牡3,56.0,岩崎翼,1:30.1,1.3/4,156.7,12.0,434(0),[西] 大橋勇樹,202008010203,,,,
14,3.0,6.0,インディビジュアル,牡3,56.0,幸英明,1:30.5,2.1/2,38.8,8.0,474(+4),[西] 西園正都,202008010203,,,,
15,7.0,14.0,ララマジシエンヌ,牝3,51.0,団野大成,1:32.0,9,269.6,15.0,510(+12),[西] 今野貞一,202008010203,,,,
取,7.0,13.0,マルタクロス,牡3,56.0,四位洋文,,,---,,計不,[西] 松永幹夫,202008010203,,,,
1,1.0,1.0,シングルアップ,牡4,59.0,森一馬,3:19.2,,2.2,1.0,538(+14),[西] 寺島良,202008010204,,,,
2,8.0,11.0,ナイトジュレップ,牡5,60.0,北沢伸也,3:19.4,1,6.0,3.0,496(+2),[西] 石坂公一,202008010204,,,,
3,6.0,8.0,アグネスフォルテ,セ7,60.0,中村将之,3:20.9,9,10.0,4.0,440(+4),[西] 牧田和弥,202008010204,,,,
4,8.0,12.0,ナイトスプライト,牝5,58.0,難波剛健,3:21.9,6,26.3,8.0,484(+10),[西] 浅見秀一,202008010204,,,,
5,4.0,4.0,ストレートパンチ,牡4,59.0,伴啓太,3:22.1,1.1/4,25.1,7.0,488(+10),[東] 堀井雅広,202008010204,,,,
6,5.0,6.0,クラウンジャミール,牡5,60.0,上野翔,3:22.3,1,214.9,12.0,458(0),[東] 天間昭一,202008010204,,,,
7,2.0,2.0,ハイドロフォイル,セ7,60.0,高田潤,3:23.0,4,3.6,2.0,504(+2),[西] 武幸四郎,202008010204,,,,
8,5.0,5.0,アーネストホープ,セ6,60.0,山本康志,3:23.5,3,24.0,6.0,492(+6),[東] 田中清隆,202008010204,,,,
9,7.0,10.0,クロフネプリンセス,牝5,58.0,小坂忠士,3:25.4,大,28.1,9.0,430(+12),[西] 高橋康之,202008010204,,,,
10,6.0,7.0,クリノハプスブルク,牡6,60.0,五十嵐雄,3:25.5,3/4,83.7,10.0,456(+2),[東] 天間昭一,202008010204,,,,
11,3.0,3.0,ターゲリート,牡7,60.0,石神深一,3:25.8,1.1/2,12.7,5.0,496(+6),[東] 戸田博文,202008010204,,,,
12,7.0,9.0,ゲンパチシャドウ,牡4,59.0,江田勇亮,3:26.0,1.1/2,106.1,11.0,476(+10),[東] 田村康仁,202008010204,,,,
1,6.0,11.0,オールザワールド,牡3,56.0,川田将雅,2:04.2,,1.9,1.0,466(+4),[西] 中竹和也,202008010205,,,,
2,2.0,3.0,ネブロシティ,牡3,56.0,藤岡佑介,2:04.7,3,6.3,3.0,488(+6),[西] 高野友和,202008010205,,,,
3,2.0,4.0,セイウンラストヘイ,牡3,56.0,池添謙一,2:04.8,3/4,12.2,5.0,516(0),[西] 宮本博,202008010205,,,,
4,1.0,2.0,スリーシャーペン,牡3,56.0,高倉稜,2:05.1,1.3/4,264.0,12.0,480(0),[西] 木原一良,202008010205,,,,
